fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
2023-01-14,Buenos Aires,Mujer,27,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-14,Buenos Aires,Mujer,25,,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-14,Buenos Aires,Mujer,22,,Si,Si,Si,No,No,No,No,No,No,No,No,No,Superior jerárquico,Varon
2023-01-14,Buenos Aires,Mujer,,,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-14,Buenos Aires,Varon Trans,34,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Mujer Trans
2023-01-14,Buenos Aires,Mujer,,Uruguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-14,Buenos Aires,Mujer,37,,No,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2023-01-14,Buenos Aires,Mujer,28,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-14,Buenos Aires,Mujer,,,Si,Si,Si,No,No,Si,Si,No,No,No,No,No,Otro familiar,Varon
2023-01-14,Buenos Aires,Mujer,25,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-14,Buenos Aires,Mujer,36,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-14,Buenos Aires,Mujer,31,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-14,Buenos Aires,Mujer,44,Argentina,No,No,No,No,No,No,Si,No,No,No,No,No,Otro,Varon
2023-01-15,Santa Fe,Mujer,28,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Chubut,Mujer,28,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Santa Fe,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,28,Paraguaya,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Tucumán,Mujer,,,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,
2023-01-15,Tucumán,Mujer,18,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Jujuy,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,38,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Santa Fe,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Mendoza,Mujer,26,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Jujuy,Mujer,60,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2023-01-15,Mendoza,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,31,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Neuquén,Mujer,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Córdoba,Mujer,67,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2023-01-15,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-15,Misiones,Mujer,23,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,75,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2023-01-15,Santiago Del Estero,Mujer,41,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,
2023-01-15,Buenos Aires,Mujer,22,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Santa Fe,Mujer,27,,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
2023-01-15,Buenos Aires,Mujer,27,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,25,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,32,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Tucumán,Mujer,18,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2023-01-15,Santa Fe,Mujer,19,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Tucumán,Mujer,20,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Santa Fe,Mujer,27,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Jujuy,Mujer,24,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,33,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Santiago Del Estero,Mujer,68,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,45,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,34,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Mendoza,Mujer,44,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Mendoza,Mujer,37,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Mendoza,Mujer,45,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-15,Neuquén,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2023-01-15,Ciudad Autónoma de Buenos Aires,Mujer,31,Venezolana,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Ciudad Autónoma de Buenos Aires,Mujer,31,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,,Mujer,36,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Ciudad Autónoma de Buenos Aires,Mujer,36,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Ciudad Autónoma de Buenos Aires,Mujer,70,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,39,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,25,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,26,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,42,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,50,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,27,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,60,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,38,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,35,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,48,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,49,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,22,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-15,Buenos Aires,Mujer,46,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-15,Buenos Aires,Mujer,28,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Mendoza,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-16,Mendoza,Mujer,19,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Buenos Aires,Mujer,,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Buenos Aires,Mujer,,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2023-01-16,Chaco,Mujer,37,Argentina,No,No,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,44,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2023-01-16,Córdoba,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2023-01-16,Buenos Aires,Mujer,34,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Salta,Mujer,31,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,,
2023-01-16,Entre Ríos,Mujer,19,Argentina,No,No,No,Si,No,No,No,No,No,No,No,No,,
2023-01-16,Córdoba,Mujer,52,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Corrientes,Mujer,57,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-16,Buenos Aires,Mujer,41,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Entre Ríos,Mujer,26,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-16,Buenos Aires,Mujer,30,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Mendoza,Mujer,,,No,No,No,Si,No,Si,No,No,No,No,No,No,,
2023-01-16,Buenos Aires,Mujer,37,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,
2023-01-16,Mendoza,Mujer,14,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
2023-01-16,Buenos Aires,Mujer,28,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-16,Buenos Aires,Mujer,51,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-16,Buenos Aires,Mujer,29,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Mendoza,Mujer,43,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Mujer
2023-01-16,Salta,Mujer,32,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Tucumán,Mujer,39,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-16,Mendoza,Mujer,51,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Ciudad Autónoma de Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,,36,Peruana,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,
2023-01-16,Ciudad Autónoma de Buenos Aires,Mujer,36,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Buenos Aires,Mujer,37,Venezolana,Si,No,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Buenos Aires,Mujer,37,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Ciudad Autónoma de Buenos Aires,Mujer,38,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Ciudad Autónoma de Buenos Aires,Mujer,39,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,,Varon
2023-01-16,Ciudad Autónoma de Buenos Aires,Mujer,41,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,43,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Ciudad Autónoma de Buenos Aires,Mujer,49,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Ciudad Autónoma de Buenos Aires,Mujer,62,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,33,Argentina,No,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
2023-01-16,Buenos Aires,Mujer,62,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Varon,51,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Otro
2023-01-16,Buenos Aires,Mujer,50,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,49,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,54,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
2023-01-16,Buenos Aires,Mujer,33,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,43,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2023-01-16,Buenos Aires,Mujer,53,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Buenos Aires,Mujer,31,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,44,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,34,,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,49,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Buenos Aires,Mujer,34,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-16,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Buenos Aires,Mujer,38,,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
2023-01-16,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-16,Buenos Aires,Mujer,38,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,45,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,38,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Santa Fe,Mujer,44,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Tucumán,Mujer,26,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Chaco,Mujer,,,No,No,No,Si,No,Si,No,No,No,No,No,No,,
2023-01-17,Santiago Del Estero,Mujer,24,,No,No,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Mendoza,Mujer,38,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Chaco,Mujer,,,No,No,No,Si,No,Si,No,No,No,No,No,No,,
2023-01-17,Jujuy,Mujer,42,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Mendoza,Mujer,35,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,
2023-01-17,Buenos Aires,Mujer,24,Paraguaya,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,67,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Santa Fe,Mujer,22,Argentina,No,No,No,No,Si,Si,No,No,No,No,No,No,,
2023-01-17,San Luis,Mujer,39,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Entre Ríos,Mujer,16,,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Madre o tutor,Varon
2023-01-17,Buenos Aires,Mujer,57,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,
2023-01-17,Catamarca,Mujer,29,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,,,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Mendoza,Mujer,,,No,Si,No,No,No,No,No,No,No,No,No,No,,
2023-01-17,Salta,Mujer,36,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Chaco,Mujer,30,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,27,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,22,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Chaco,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
2023-01-17,Buenos Aires,Mujer,42,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,33,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,,,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-17,Ciudad Autónoma de Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Ciudad Autónoma de Buenos Aires,Mujer,24,,No,Si,No,No,No,Si,No,No,No,No,No,No,,Varon
2023-01-17,Ciudad Autónoma de Buenos Aires,Mujer,28,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,28,,No,Si,No,No,No,No,No,No,No,No,No,Si,Pareja,
2023-01-17,Buenos Aires,Mujer,29,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Ciudad Autónoma de Buenos Aires,Mujer,33,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Ciudad Autónoma de Buenos Aires,Mujer,36,Paraguaya,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,39,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Ciudad Autónoma de Buenos Aires,Mujer,54,Argentina,Si,Si,No,Si,No,No,No,Si,No,No,No,No,Otro,Varon
2023-01-17,Ciudad Autónoma de Buenos Aires,Mujer,57,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Ciudad Autónoma de Buenos Aires,Mujer,66,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,53,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Varon,26,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
2023-01-17,Buenos Aires,Mujer,72,Argentina,No,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
2023-01-17,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,38,Paraguaya,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,28,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,45,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,43,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,33,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,,Argentina,No,No,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
2023-01-17,Buenos Aires,Mujer,28,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,50,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,30,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,24,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,54,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,36,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,18,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
2023-01-17,Buenos Aires,Mujer,43,,Si,Si,No,Si,Si,Si,No,No,Si,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,45,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,27,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Madre o tutor,Mujer
2023-01-17,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,42,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,45,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-17,Buenos Aires,Mujer,37,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,26,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-17,Buenos Aires,Mujer,25,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-18,Buenos Aires,Mujer,23,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-18,Salta,Mujer,34,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-18,Entre Ríos,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
2023-01-18,Córdoba,Transgénero,40,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-18,Misiones,Mujer,30,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-18,Buenos Aires,Mujer,36,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-18,San Luis,Mujer,28,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,,Varon
2023-01-18,Misiones,Mujer,32,Argentina,No,No,No,Si,No,No,No,No,No,No,No,No,,
2023-01-18,Jujuy,Mujer,45,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-18,Córdoba,Mujer,33,Argentina,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-18,Córdoba,Mujer,16,,No,Si,No,No,No,Si,No,No,No,No,No,No,Madre o tutor,
2023-01-18,Chaco,Mujer,37,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-18,Misiones,Mujer,56,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2023-01-18,Santa Fe,Mujer,25,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
2023-01-18,San Luis,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
